"11419: Månedslønn, etter statistikkmål, yrke, næring (SN2007), kjønn, avtalt/vanlig arbeidstid per uke, statistikkvariabel og år"

"statistikkmål";"yrke";"næring (SN2007)";"kjønn";"avtalt/vanlig arbeidstid per uke";"Månedslønn (kr) 2015";"Månedslønn (kr) 2016";"Månedslønn (kr) 2017";"Månedslønn (kr) 2018";"Månedslønn (kr) 2019";"Månedslønn (kr) 2020";"Månedslønn (kr) 2021";"Månedslønn (kr) 2022"
"Gjennomsnitt";"Ledere";"94.1 Næringslivs- og arbeidsgiverorganisasjoner og yrkessammenslutninger";"Kvinner";"Heltidsansatte";69240;72690;76190;77390;80250;82200;86200;89850
"Gjennomsnitt";"Ledere";"94.2 Arbeidstakerorganisasjoner";"Menn";"Heltidsansatte";62330;64880;67700;68380;70510;72660;74500;77640
"Gjennomsnitt";"Ledere";"94.2 Arbeidstakerorganisasjoner";"Kvinner";"Heltidsansatte";60650;63980;67500;68930;71060;73670;74680;77540
"Gjennomsnitt";"Ledere";"94.9 Aktiviteter i andre medlemsorganisasjoner";"Menn";"Heltidsansatte";52410;55420;57550;59600;62780;64260;66020;68260
"Gjennomsnitt";"Ledere";"94.9 Aktiviteter i andre medlemsorganisasjoner";"Kvinner";"Heltidsansatte";48220;51440;53180;54690;56510;58060;59930;62590
"Gjennomsnitt";"Ledere";"95 Reparasjon av varer til personlig bruk";"Menn";"Heltidsansatte";52460;51890;52490;59650;60620;62960;64450;60980
"Gjennomsnitt";"Ledere";"95 Reparasjon av varer til personlig bruk";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Ledere";"96 Annen personlig tjenesteyting";"Menn";"Heltidsansatte";48830;52040;52350;54920;57150;58230;61770;63780
"Gjennomsnitt";"Ledere";"96 Annen personlig tjenesteyting";"Kvinner";"Heltidsansatte";40030;42660;43510;44280;44680;46350;48700;50320
"Gjennomsnitt";"Ledere";"97 Lønnet arbeid i private husholdninger";"Menn";"Heltidsansatte";.;:;:;:;:;:;:;:
"Gjennomsnitt";"Ledere";"97 Lønnet arbeid i private husholdninger";"Kvinner";"Heltidsansatte";.;:;:;:;:;:;:;:
"Gjennomsnitt";"Ledere";"99 Internasjonale organer";"Menn";"Heltidsansatte";.;:;:;:;:;:;:;:
"Gjennomsnitt";"Ledere";"99 Internasjonale organer";"Kvinner";"Heltidsansatte";.;:;:;:;:;:;:;:
"Gjennomsnitt";"Administrerende direktører";"03.2 Akvakultur";"Menn";"Heltidsansatte";80850;102240;104400;98650;100220;107390;114880;121920
"Gjennomsnitt";"Administrerende direktører";"03.2 Akvakultur";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Administrerende direktører";"05_07_08_09.9 Bergverksdrift";"Menn";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Administrerende direktører";"05_07_08_09.9 Bergverksdrift";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Administrerende direktører";"06+09.1 Utvinning av råolje og naturgass inkl. tjenesteyting";"Menn";"Heltidsansatte";214130;194650;190360;200480;224060;226760;219670;275490
"Gjennomsnitt";"Administrerende direktører";"06+09.1 Utvinning av råolje og naturgass inkl. tjenesteyting";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Administrerende direktører";"10-12 Nærings-, drikkevare- og tobakksindustri";"Menn";"Heltidsansatte";98550;101700;103860;105190;107850;108390;115130;124510
"Gjennomsnitt";"Administrerende direktører";"10-12 Nærings-, drikkevare- og tobakksindustri";"Kvinner";"Heltidsansatte";76150;82840;84780;85670;89000;93420;95620;110310
"Gjennomsnitt";"Administrerende direktører";"13-15 Tekstil-, bekledning- og lærvareindustri";"Menn";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Administrerende direktører";"13-15 Tekstil-, bekledning- og lærvareindustri";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Administrerende direktører";"16 Trelast- og trevareindustri";"Menn";"Heltidsansatte";64430;67110;73290;72270;75320;79300;84510;94550
"Gjennomsnitt";"Administrerende direktører";"16 Trelast- og trevareindustri";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Administrerende direktører";"17 Papir- og papirvareindustri";"Menn";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Administrerende direktører";"17 Papir- og papirvareindustri";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Administrerende direktører";"18 Trykking, grafisk industri";"Menn";"Heltidsansatte";57200;59710;59350;62650;64730;66130;69220;76240
"Gjennomsnitt";"Administrerende direktører";"18 Trykking, grafisk industri";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Administrerende direktører";"19-21 Oljeraffinering, kjemisk og farmasøytisk industri";"Menn";"Heltidsansatte";151720;149860;154100;155600;163040;168900;172070;188120
"Gjennomsnitt";"Administrerende direktører";"19-21 Oljeraffinering, kjemisk og farmasøytisk industri";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Administrerende direktører";"22-23 Gummi-, plast- og mineralsk industri";"Menn";"Heltidsansatte";93860;98750;92200;97440;101730;107810;112020;122690
"Gjennomsnitt";"Administrerende direktører";"22-23 Gummi-, plast- og mineralsk industri";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Administrerende direktører";"24 Metallindustri";"Menn";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Administrerende direktører";"24 Metallindustri";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Administrerende direktører";"25 Metallvareindustri";"Menn";"Heltidsansatte";69700;70460;72190;77450;79370;81080;86590;100010
"Gjennomsnitt";"Administrerende direktører";"25 Metallvareindustri";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Administrerende direktører";"26-27 Data- og elektrisk utstyrsindustri";"Menn";"Heltidsansatte";114650;114600;108220;119910;124140;131490;139900;148040
"Gjennomsnitt";"Administrerende direktører";"26-27 Data- og elektrisk utstyrsindustri";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Administrerende direktører";"28 Maskinindustri";"Menn";"Heltidsansatte";92720;95260;94380;100590;108180;101360;108850;117670
"Gjennomsnitt";"Administrerende direktører";"28 Maskinindustri";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Administrerende direktører";"29-30 Annen verkstedindustri";"Menn";"Heltidsansatte";93330;96330;95260;101050;104250;105770;112360;118800
"Gjennomsnitt";"Administrerende direktører";"29-30 Annen verkstedindustri";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Administrerende direktører";"31-32 Møbelindustri og annen industri";"Menn";"Heltidsansatte";64210;70170;71770;78070;72310;76680;83230;97760
"Gjennomsnitt";"Administrerende direktører";"31-32 Møbelindustri og annen industri";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Administrerende direktører";"33 Maskinreparasjon og -installasjon";"Menn";"Heltidsansatte";68050;73000;72180;75970;81440;78460;84490;85960
"Gjennomsnitt";"Administrerende direktører";"33 Maskinreparasjon og -installasjon";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Administrerende direktører";"41 Oppføring av bygninger";"Menn";"Heltidsansatte";67600;71880;75160;76370;80730;81770;87060;94520
"Gjennomsnitt";"Administrerende direktører";"41 Oppføring av bygninger";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Administrerende direktører";"42 Anleggsvirksomhet";"Menn";"Heltidsansatte";90170;90720;96770;95630;100190;108560;117760;123220
"Gjennomsnitt";"Administrerende direktører";"42 Anleggsvirksomhet";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Administrerende direktører";"43 Spesialisert bygge- og anleggsvirksomhet";"Menn";"Heltidsansatte";58410;61240;63290;65790;68670;71350;73730;78460
"Gjennomsnitt";"Administrerende direktører";"43 Spesialisert bygge- og anleggsvirksomhet";"Kvinner";"Heltidsansatte";:;:;:;:;67840;71180;73670;80460
"Gjennomsnitt";"Administrerende direktører";"45 Handel med og reparasjon av motorvogner";"Menn";"Heltidsansatte";61970;67350;69470;71350;71960;74770;80060;84680
"Gjennomsnitt";"Administrerende direktører";"45 Handel med og reparasjon av motorvogner";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Administrerende direktører";"46 Agentur- og engroshandel, unntatt med motorvogner";"Menn";"Heltidsansatte";75110;80210;82950;84740;88870;94980;101480;107580
"Gjennomsnitt";"Administrerende direktører";"46 Agentur- og engroshandel, unntatt med motorvogner";"Kvinner";"Heltidsansatte";71820;73890;78280;79520;82110;88770;99000;104530
"Gjennomsnitt";"Administrerende direktører";"47 Detaljhandel, unntatt med motorvogner";"Menn";"Heltidsansatte";59320;63060;62210;64950;65950;69930;77170;77480
"Gjennomsnitt";"Administrerende direktører";"47 Detaljhandel, unntatt med motorvogner";"Kvinner";"Heltidsansatte";45690;46380;47780;48450;52500;55210;57860;60390
"Gjennomsnitt";"Administrerende direktører";"49.1_49.3 Landtransport med passasjerer";"Menn";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Administrerende direktører";"49.1_49.3 Landtransport med passasjerer";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Administrerende direktører";"49.2_49.4 Landtransport med gods";"Menn";"Heltidsansatte";53700;55120;59120;59830;63150;64930;66480;70790
"Gjennomsnitt";"Administrerende direktører";"49.2_49.4 Landtransport med gods";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Administrerende direktører";"50.1 Sjøfart og kysttrafikk med passasjerer";"Menn";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Administrerende direktører";"50.1 Sjøfart og kysttrafikk med passasjerer";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Administrerende direktører";"50.2 Sjøfart og kysttrafikk med gods";"Menn";"Heltidsansatte";160830;160470;178580;178670;176080;170300;191270;232250
"Gjennomsnitt";"Administrerende direktører";"50.2 Sjøfart og kysttrafikk med gods";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Administrerende direktører";"51 Lufttransport";"Menn";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Administrerende direktører";"51 Lufttransport";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Administrerende direktører";"52 Transporttjenester og lagring";"Menn";"Heltidsansatte";92500;103250;104610;103600;103840;111130;116770;132400
"Gjennomsnitt";"Administrerende direktører";"52 Transporttjenester og lagring";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Administrerende direktører";"53 Post og distribusjonsvirksomhet";"Menn";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Administrerende direktører";"53 Post og distribusjonsvirksomhet";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Administrerende direktører";"55 Overnattingsvirksomhet";"Menn";"Heltidsansatte";53820;56680;57790;60590;61420;64890;62860;66780
"Gjennomsnitt";"Administrerende direktører";"55 Overnattingsvirksomhet";"Kvinner";"Heltidsansatte";48590;50330;53700;55320;57080;57150;56920;60560
"Gjennomsnitt";"Administrerende direktører";"56.1_56.3 Restaurantvirksomhet og drift av barer";"Menn";"Heltidsansatte";43120;45490;46520;47220;49690;49730;54900;55840
"Gjennomsnitt";"Administrerende direktører";"56.1_56.3 Restaurantvirksomhet og drift av barer";"Kvinner";"Heltidsansatte";39140;40910;41080;41950;43110;43250;46810;49450
"Gjennomsnitt";"Administrerende direktører";"56.2 Cateringvirksomhet og kantiner drevet som selvstendig virksomhet";"Menn";"Heltidsansatte";44740;47980;:;:;57640;:;61320;:
"Gjennomsnitt";"Administrerende direktører";"56.2 Cateringvirksomhet og kantiner drevet som selvstendig virksomhet";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Administrerende direktører";"58 Forlagsvirksomhet";"Menn";"Heltidsansatte";99410;106830;112770;113130;121750;120840;131320;133890
"Gjennomsnitt";"Administrerende direktører";"58 Forlagsvirksomhet";"Kvinner";"Heltidsansatte";:;:;:;:;98470;104750;115430;126930
"Gjennomsnitt";"Administrerende direktører";"59 Film- og TV-produksjon, musikkutgivelse";"Menn";"Heltidsansatte";60070;67900;64920;67790;73220;72290;74710;76840
"Gjennomsnitt";"Administrerende direktører";"59 Film- og TV-produksjon, musikkutgivelse";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Administrerende direktører";"60 Radio- og fjernsynskringkasting";"Menn";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Administrerende direktører";"60 Radio- og fjernsynskringkasting";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Administrerende direktører";"61 Telekommunikasjon";"Menn";"Heltidsansatte";124610;118870;119460;139930;134400;120080;120980;126690
"Gjennomsnitt";"Administrerende direktører";"61 Telekommunikasjon";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Administrerende direktører";"62 IT-tjenester";"Menn";"Heltidsansatte";88320;91140;94570;95930;99800;103620;114710;120430
"Gjennomsnitt";"Administrerende direktører";"62 IT-tjenester";"Kvinner";"Heltidsansatte";:;:;:;:;103490;113000;120300;123440
"Gjennomsnitt";"Administrerende direktører";"63 Informasjonstjenester";"Menn";"Heltidsansatte";102470;104290;:;:;:;:;:;:
"Gjennomsnitt";"Administrerende direktører";"63 Informasjonstjenester";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Administrerende direktører";"64.1_65.1-65.3 Bank- og forsikringsvirksomhet";"Menn";"Heltidsansatte";173550;178940;184590;197360;204820;209110;209960;226650
"Gjennomsnitt";"Administrerende direktører";"64.1_65.1-65.3 Bank- og forsikringsvirksomhet";"Kvinner";"Heltidsansatte";:;138060;144030;149180;159420;173740;192330;203180
"Gjennomsnitt";"Administrerende direktører";"64.2-64.9_66.1-66.3 Annen finansiell tjenesteyting";"Menn";"Heltidsansatte";135900;138140;141810;148190;150360;154860;164370;173810
"Gjennomsnitt";"Administrerende direktører";"64.2-64.9_66.1-66.3 Annen finansiell tjenesteyting";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Administrerende direktører";"68.2 Utleie av egen eller leid fast eiendom";"Menn";"Heltidsansatte";68260;74710;76290;80930;81540;82380;90980;97530
"Gjennomsnitt";"Administrerende direktører";"68.2 Utleie av egen eller leid fast eiendom";"Kvinner";"Heltidsansatte";51160;54730;58100;63050;66150;64810;73580;78400
"Gjennomsnitt";"Administrerende direktører";"68.31 Eiendomsmegling";"Menn";"Heltidsansatte";81660;91580;86590;87320;:;:;:;:
"Gjennomsnitt";"Administrerende direktører";"68.31 Eiendomsmegling";"Kvinner";"Heltidsansatte";69430;82610;79920;81540;:;:;:;:
"Gjennomsnitt";"Administrerende direktører";"69 Juridisk og regnskapsmessig tjenesteyting";"Menn";"Heltidsansatte";64780;69370;71050;76710;79490;81680;85500;89170
"Gjennomsnitt";"Administrerende direktører";"69 Juridisk og regnskapsmessig tjenesteyting";"Kvinner";"Heltidsansatte";56330;60660;64990;67470;67450;71020;73970;80300
"Gjennomsnitt";"Administrerende direktører";"70 Hovedkontortjenester, administrativ rådgivning";"Menn";"Heltidsansatte";77470;79660;77880;86530;83110;85010;88040;101510
"Gjennomsnitt";"Administrerende direktører";"70 Hovedkontortjenester, administrativ rådgivning";"Kvinner";"Heltidsansatte";73590;63770;64560;63280;70940;70670;77780;83580
"Gjennomsnitt";"Administrerende direktører";"71 Arkitekter og tekniske konsulenter";"Menn";"Heltidsansatte";81040;82850;97460;87240;91020;91500;93360;102500
"Gjennomsnitt";"Administrerende direktører";"71 Arkitekter og tekniske konsulenter";"Kvinner";"Heltidsansatte";77250;80710;84200;84330;88840;85220;98800;100780
"Gjennomsnitt";"Administrerende direktører";"72 Forskning og utviklingsarbeid";"Menn";"Heltidsansatte";106810;105110;117870;120140;116160;115010;129240;134120
"Gjennomsnitt";"Administrerende direktører";"72 Forskning og utviklingsarbeid";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Administrerende direktører";"73 Reklamevirksomhet og markedsundersøkelser";"Menn";"Heltidsansatte";71220;71900;78730;84120;85800;87790;87720;95120
"Gjennomsnitt";"Administrerende direktører";"73 Reklamevirksomhet og markedsundersøkelser";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Administrerende direktører";"77 Utleie- og leasingvirksomhet";"Menn";"Heltidsansatte";86950;96970;90820;96510;104150;107080;108810;111610
"Gjennomsnitt";"Administrerende direktører";"77 Utleie- og leasingvirksomhet";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Administrerende direktører";"78 Arbeidskrafttjenester";"Menn";"Heltidsansatte";73880;72700;77950;83580;84730;83610;86310;97690
"Gjennomsnitt";"Administrerende direktører";"78 Arbeidskrafttjenester";"Kvinner";"Heltidsansatte";64380;67790;74590;77880;:;:;:;:
"Gjennomsnitt";"Administrerende direktører";"79 Reisebyråer og reisearrangører";"Menn";"Heltidsansatte";60680;63340;67210;70900;69350;71230;72120;76210
"Gjennomsnitt";"Administrerende direktører";"79 Reisebyråer og reisearrangører";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Administrerende direktører";"80 Vakttjeneste og etterforsking";"Menn";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Administrerende direktører";"80 Vakttjeneste og etterforsking";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Administrerende direktører";"81 Tjenester tilknyttet eiendomsdrift";"Menn";"Heltidsansatte";55010;58000;57860;60780;62420;67140;71310;73490
"Gjennomsnitt";"Administrerende direktører";"81 Tjenester tilknyttet eiendomsdrift";"Kvinner";"Heltidsansatte";51180;54100;54100;57790;57540;59150;60050;65710
"Gjennomsnitt";"Administrerende direktører";"81.2 Rengjøringsvirksomhet";"Menn";"Heltidsansatte";55530;57060;57180;59880;61750;68400;71080;72250
"Gjennomsnitt";"Administrerende direktører";"81.2 Rengjøringsvirksomhet";"Kvinner";"Heltidsansatte";:;:;:;54600;53880;57300;58090;64110
"Gjennomsnitt";"Administrerende direktører";"82 Forretningsmessig tjenesteyting ellers";"Menn";"Heltidsansatte";81500;81200;83970;86240;90090;91990;96610;102200
"Gjennomsnitt";"Administrerende direktører";"82 Forretningsmessig tjenesteyting ellers";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Administrerende direktører";"84.11 Generell offentlig administrasjon";"Menn";"Heltidsansatte";75790;80130;82720;87660;92460;91990;98570;101690
"Gjennomsnitt";"Administrerende direktører";"84.11 Generell offentlig administrasjon";"Kvinner";"Heltidsansatte";72130;75510;79350;81920;88070;86640;88970;93250
"Gjennomsnitt";"Administrerende direktører";"84.12 Offentlig adm. tilknyttet helsestell, sosial virksomhet, undervisning, kirke, kultur og miljøvern";"Menn";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Administrerende direktører";"84.12 Offentlig adm. tilknyttet helsestell, sosial virksomhet, undervisning, kirke, kultur og miljøvern";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Administrerende direktører";"84.13 Offentlig administrasjon tilknyttet næringsvirksomhet og arbeidsmarked";"Menn";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Administrerende direktører";"84.13 Offentlig administrasjon tilknyttet næringsvirksomhet og arbeidsmarked";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Administrerende direktører";"84.21 Utenrikssaker";"Menn";"Heltidsansatte";.;.;.;:;:;:;:;:
"Gjennomsnitt";"Administrerende direktører";"84.21 Utenrikssaker";"Kvinner";"Heltidsansatte";:;:;:;.;.;.;.;.
"Gjennomsnitt";"Administrerende direktører";"84.22 Forsvar";"Menn";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Administrerende direktører";"84.22 Forsvar";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Administrerende direktører";"84.23 Retts- og fengselsvesen";"Menn";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Administrerende direktører";"84.23 Retts- og fengselsvesen";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Administrerende direktører";"84.24 Politi- og påtalemyndighet";"Menn";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Administrerende direktører";"84.24 Politi- og påtalemyndighet";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Administrerende direktører";"84.25 Brannvern";"Menn";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Administrerende direktører";"84.25 Brannvern";"Kvinner";"Heltidsansatte";.;:;:;:;.;.;:;.
"Gjennomsnitt";"Administrerende direktører";"84.30 Trygdeordninger underlagt offentlig forvaltning";"Menn";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Administrerende direktører";"84.30 Trygdeordninger underlagt offentlig forvaltning";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Administrerende direktører";"85.1-85.2 Førskole- og grunnskoleundervisning";"Menn";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Administrerende direktører";"85.1-85.2 Førskole- og grunnskoleundervisning";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Administrerende direktører";"85.3 Undervisning på videregående skoles nivå";"Menn";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Administrerende direktører";"85.3 Undervisning på videregående skoles nivå";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Administrerende direktører";"85.4 Undervisning i høyere utdanning";"Menn";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Administrerende direktører";"85.4 Undervisning i høyere utdanning";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Administrerende direktører";"85.5-85.6 Annen undervisning og tjenester tilknyttet undervisning";"Menn";"Heltidsansatte";56400;58620;61310;62260;64180;64220;66080;68260
"Gjennomsnitt";"Administrerende direktører";"85.5-85.6 Annen undervisning og tjenester tilknyttet undervisning";"Kvinner";"Heltidsansatte";48630;56220;57120;57640;59070;:;60930;66180
"Gjennomsnitt";"Administrerende direktører";"86 Helsetjenester";"Menn";"Heltidsansatte";76000;80870;83230;83690;86760;88120;92130;96190
"Gjennomsnitt";"Administrerende direktører";"86 Helsetjenester";"Kvinner";"Heltidsansatte";62240;66050;71710;74200;74270;75960;80540;85540
"Gjennomsnitt";"Administrerende direktører";"86.1 Sykehustjenester";"Menn";"Heltidsansatte";97020;99890;105610;105240;108040;110530;116220;119830
"Gjennomsnitt";"Administrerende direktører";"86.1 Sykehustjenester";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;112210;117180
"Gjennomsnitt";"Administrerende direktører";"87 Pleie og omsorg i institusjon";"Menn";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Administrerende direktører";"87 Pleie og omsorg i institusjon";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Administrerende direktører";"88.1 Sosialtjenester uten botilbud for eldre og funksjonshemmede";"Menn";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Administrerende direktører";"88.1 Sosialtjenester uten botilbud for eldre og funksjonshemmede";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Administrerende direktører";"88.911 Barnehager";"Menn";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Administrerende direktører";"88.911 Barnehager";"Kvinner";"Heltidsansatte";47190;50290;50890;55830;54890;55410;59270;58230
"Gjennomsnitt";"Administrerende direktører";"88.99 Andre sosialtjenester uten botilbud ikke nevnt annet sted";"Menn";"Heltidsansatte";54300;56790;59480;60550;63410;62970;66590;68040
"Gjennomsnitt";"Administrerende direktører";"88.99 Andre sosialtjenester uten botilbud ikke nevnt annet sted";"Kvinner";"Heltidsansatte";50040;52490;53930;55030;58040;58590;61320;61940
"Gjennomsnitt";"Administrerende direktører";"88.993-88.994 Arbeidstreningsvirksomheter";"Menn";"Heltidsansatte";57140;59760;62200;64670;67020;67650;70850;72760
"Gjennomsnitt";"Administrerende direktører";"88.993-88.994 Arbeidstreningsvirksomheter";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Administrerende direktører";"90 Kunstnerisk virksomhet og underholdning";"Menn";"Heltidsansatte";54700;59100;61520;62080;63390;68030;70150;74390
"Gjennomsnitt";"Administrerende direktører";"90 Kunstnerisk virksomhet og underholdning";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Administrerende direktører";"91 Bibliotek, muséer o.a. kulturvirksomhet";"Menn";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Administrerende direktører";"91 Bibliotek, muséer o.a. kulturvirksomhet";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Administrerende direktører";"93 Sports- og fritidsaktiviteter";"Menn";"Heltidsansatte";51730;54250;57750;58890;60380;61860;62000;68060
"Gjennomsnitt";"Administrerende direktører";"93 Sports- og fritidsaktiviteter";"Kvinner";"Heltidsansatte";42150;44560;47040;47350;47120;49530;52440;56070
"Gjennomsnitt";"Administrerende direktører";"94.1 Næringslivs- og arbeidsgiverorganisasjoner og yrkessammenslutninger";"Menn";"Heltidsansatte";97760;97510;99120;101100;103810;107010;113810;119440
"Gjennomsnitt";"Administrerende direktører";"94.1 Næringslivs- og arbeidsgiverorganisasjoner og yrkessammenslutninger";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Administrerende direktører";"94.2 Arbeidstakerorganisasjoner";"Menn";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Administrerende direktører";"94.2 Arbeidstakerorganisasjoner";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Administrerende direktører";"94.9 Aktiviteter i andre medlemsorganisasjoner";"Menn";"Heltidsansatte";60950;64410;68330;69490;73350;76210;78020;81550
"Gjennomsnitt";"Administrerende direktører";"94.9 Aktiviteter i andre medlemsorganisasjoner";"Kvinner";"Heltidsansatte";54540;56800;58210;60770;63050;62660;64460;68280
"Gjennomsnitt";"Administrerende direktører";"95 Reparasjon av varer til personlig bruk";"Menn";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Administrerende direktører";"95 Reparasjon av varer til personlig bruk";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
